CICLO,ZONA,CF,FINCA,COD CAM,CAMPO,HA,VARIEDAD,CLAS COR,DISTSUR,TIPO DE SUELO,RIEGO,% DESPO,Dias Resiembra,KgN Ha,Edad Corte,Suspension,BIOMETRIA CCOA,ESTIMADO CAMPO,TCH REAL
2122,4,17,Galo Lopez,17001,TP-01, 11.09 , CP89-2143 ,5.00, 1.90 , Franco Arenoso , Goteo ,38%,50.00,172.48,12.23,36.00,106.34,130.00,125.85
2122,4,17,Galo Lopez,17003,TP-03, 31.72 , CP72-2086 ,5.00, 1.90 , Franco Arcilloso , Goteo ,32%,51.00,145.51,12.20,38.00,132.36,115.00,105.80
2122,4,17,Galo Lopez,17007,TP-07, 42.09 , NA56-42 ,2.00, 1.60 , Arcilloso , Mini Aspersion ,43%,74.00,83.63,11.80,32.00,78.83,50.00,45.40
2122,4,58,San Jose Nagarote,58001,SJ-01, 35.81 , CP88-1165 ,5.00, 2.20 , Arcilloso , Goteo ,35%,31.00,95.14,10.75,22.00,84.50,90.00,64.02
2122,4,58,San Jose Nagarote,58005,SJ-05, 18.01 , CP72-2086 ,5.00, 2.20 , Franco , Goteo ,55%,69.00,79.03,10.65,20.00,87.92,80.00,78.36
2122,4,58,San Jose Nagarote,58008,SJ-08, 9.49 , CP88-1165 ,5.00, 2.20 , Franco , Goteo ,41%,28.00,99.06,10.85,23.00,130.84,100.00,77.90
2122,4,58,San Jose Nagarote,58010,SJ-10, 4.42 , CP72-2086 ,3.00, 2.20 , Franco , Goteo ,42%,29.00,113.63,10.85,22.00,93.92,105.00,87.84
2122,4,73,San Pedro,73016,SP-0301, 39.90 , CP72-2086 ,4.00, 2.20 , Arcilloso , Goteo ,33%,30.00,94.29,12.29,44.00,106.64,95.00,92.63
2122,4,92,Sarria,92001,SA-0101, 74.47 , CG02-163 ,1.00, 2.20 , Franco Arcilloso , Goteo ,21%,35.00,129.18,10.98,23.00,76.62,98.00,89.35
2122,4,92,Sarria,92014,SA-0306, 10.03 , CG02-163 ,1.00, 2.20 , Franco Arcilloso , Goteo ,33%,29.00,130.07,10.95,21.00,80.51,105.00,82.21
2122,6,16,Sucuya,16080,1608-0, 4.88 , CP72-2086 ,6.00, 1.50 , Franco , Gravedad ,52%,8.00,124.24,10.36,51.00,89.26,110.00,89.92
2122,6,16,Sucuya,16141,1614-1, 6.52 , CP72-2086 ,6.00, 1.50 , Franco Arenoso , Gravedad ,41%,43.00,125.06,11.28,24.00,137.20,115.00,97.31
2122,6,16,Sucuya,16143,1614-3, 0.20 , CP72-2086 ,5.00, 1.50 , Franco Arenoso , Gravedad ,34%,48.00,156.80,11.24,24.00,114.69,100.00,173.45
2122,6,16,Sucuya,16150,1615-0, 6.15 , NA56-42 ,10.00, 1.50 , Franco , Gravedad ,59%,40.00,122.38,11.31,24.00,136.48,117.00,114.89
2122,6,16,Sucuya,16170,1617-0, 6.39 , CG02-163 ,1.00, 1.65 , Franco , Gravedad ,17%,45.00,124.33,11.31,29.00,110.68,100.00,98.35
2122,6,16,Sucuya,16180,1618-0, 11.01 , CP72-2086 ,6.00, 1.50 , Franco , Gravedad ,40%,49.00,121.53,11.31,28.00,91.72,110.00,109.76
2122,6,16,Sucuya,16201,1620-1, 4.43 , CP72-2086 ,5.00, 1.50 , Franco , Gravedad ,53%,51.00,127.42,11.34,24.00,124.95,100.00,99.05
2122,6,16,Sucuya,16202,1620-2, 2.86 , CP72-2086 ,5.00, 1.50 , Franco , Gravedad ,51%,36.00,127.93,11.31,23.00,185.10,113.00,116.75
2122,6,16,Sucuya,16241,1624-1, 2.14 , CP72-2086 ,6.00, 1.50 , Franco Arcilloso , Gravedad ,40%,42.00,117.24,11.31,26.00,118.06,90.00,85.71
2122,6,16,Sucuya,16243,1624-3, 2.00 , CP72-2086 ,5.00, 1.50 , Franco , Gravedad ,57%,44.00,125.44,11.28,25.00,77.66,75.00,103.45
2122,6,16,Sucuya,16244,1624-4, 2.00 , CP72-2086 ,5.00, 1.50 , Franco Arcilloso , Gravedad ,33%,44.00,125.44,11.31,26.00,80.78,90.00,101.10
2122,6,16,Sucuya,16302,1630-2, 11.15 , CG02-163 ,1.00, 1.65 , Franco , Gravedad ,25%,45.00,97.15,11.51,30.00,121.03,120.00,135.87
2122,6,16,Sucuya,16331,1633-1, 3.02 , RB84-5210 ,1.00, 1.65 , Franco Arenoso , Gravedad ,8%,53.00,124.61,11.57,32.00,109.58,117.00,114.81
2122,6,16,Sucuya,16332,1633-2, 6.66 , RB84-5210 ,1.00, 1.65 , Franco Arenoso , Gravedad ,8%,52.00,125.57,11.28,24.00,154.41,117.00,108.48
2122,6,16,Sucuya,16333,1633-3, 4.82 , CG04-10295 ,1.00, 1.65 , Franco Arenoso , Gravedad ,6%,53.00,125.79,11.54,31.00,171.44,130.00,120.81
2122,6,16,Sucuya,16342,1634-2, 5.55 , CP72-2086 ,6.00, 1.50 , Franco Arenoso , Gravedad ,68%,58.00,120.54,11.51,32.00,105.63,105.00,68.47
2122,6,16,Sucuya,16362,1636-2, 2.98 , CP72-2086 ,5.00, 1.50 , Franco , Gravedad ,66%,52.00,126.28,11.54,32.00,112.92,95.00,121.01
2122,6,16,Sucuya,16371,1637-1, 6.77 , CP72-2086 ,6.00, 1.50 , Franco , Gravedad ,52%,37.00,125.07,11.28,38.00,97.43,115.00,114.53
2122,6,16,Sucuya,16380,1638-0, 1.77 , CG02-163 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,3%,22.00,124.02,11.67,38.00,86.09,80.00,75.95
2122,6,16,Sucuya,16420,1642-0, 3.04 , CP72-2086 ,4.00, 1.50 , Franco Arcilloso , Gravedad ,23%,28.00,123.79,11.44,19.00,80.29,110.00,88.57
2122,6,16,Sucuya,16430,1643-0, 4.77 , CP72-2086 ,5.00, 1.50 , Franco Arcilloso , Gravedad ,34%,28.00,124.92,11.44,19.00,67.16,85.00,75.84
2122,6,16,Sucuya,16440,1644-0, 4.23 , CG98-78 ,3.00, 1.50 , Franco Arcilloso , Gravedad ,23%,26.00,126.04,11.41,19.00,62.75,75.00,86.40
2122,6,16,Sucuya,16460,1646-0, 1.80 , RB86-7515 ,2.00, 1.50 , Franco Arcilloso , Gravedad ,26%,44.00,119.87,11.14,29.00,73.08,80.00,56.43
2122,6,16,Sucuya,16480,1648-0, 2.75 , CP72-2086 ,4.00, 1.50 , Franco Arcilloso , Gravedad ,32%,29.00,125.44,11.44,20.00,77.38,80.00,51.80
2122,6,16,Sucuya,16490,1649-0, 3.58 , CP72-2086 ,4.00, 1.50 , Franco , Gravedad ,32%,29.00,122.64,11.47,21.00,85.13,75.00,85.02
2122,6,16,Sucuya,16500,1650-0, 7.74 , CG98-78 ,3.00, 1.50 , Franco , Gravedad ,24%,73.00,125.60,11.01,64.00,88.88,85.00,88.74
2122,6,16,Sucuya,16510,1651-0, 10.45 , RB86-7515 ,1.00, 1.65 , Franco , Gravedad ,27%,37.00,126.04,11.37,21.00,116.05,115.00,100.71
2122,6,16,Sucuya,16530,1653-0, 9.52 , CP72-2086 ,6.00, 1.50 , Franco , Gravedad ,54%,30.00,120.79,11.41,21.00,101.89,97.00,93.59
2122,6,16,Sucuya,16560,1656-0, 9.27 , RB86-7515 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,30%,42.00,125.17,11.24,18.00,88.90,108.00,94.85
2122,6,16,Sucuya,16580,1658-0, 9.46 , CP72-2086 ,3.00, 1.50 , Franco Arcilloso , Gravedad ,3%,26.00,124.87,11.44,19.00,94.19,110.00,98.98
2122,6,16,Sucuya,16602,1660-2, 1.49 , CP72-2086 ,4.00, 1.50 , Franco Arcilloso , Gravedad ,23%,40.00,126.28,11.37,40.00,53.13,75.00,86.24
2122,6,16,Sucuya,16631,1663-1, 5.39 , CP72-2086 ,7.00, 1.50 , Franco , Gravedad ,24%,27.00,124.12,11.37,22.00,141.37,93.00,90.96
2122,6,16,Sucuya,16641,1664-1, 5.81 , CP72-2086 ,7.00, 1.50 , Franco , Gravedad ,36%,16.00,118.75,11.37,36.00,122.03,100.00,107.65
2122,6,16,Sucuya,16642,1664-2, 4.17 , CG04-10295 ,2.00, 1.50 , Franco , Gravedad ,6%,40.00,125.30,11.28,36.00,67.23,105.00,133.30
2122,6,16,Sucuya,16643,1664-3, 6.86 , CP73-1547 ,2.00, 1.50 , Franco , Gravedad ,4%,40.00,125.34,11.28,36.00,61.95,109.75,47.37
2122,6,16,Sucuya,16660,1666-0, 9.39 , CG04-10295 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,14%,42.00,124.68,11.34,36.00,98.81,98.00,88.22
2122,6,16,Sucuya,16670,1667-0, 18.09 , CP73-1547 ,0.00, 1.50 , Franco Arcilloso , Gravedad ,22%,70.00,124.82,10.72,51.00,69.13,103.00,71.52
2122,6,16,Sucuya,16690,1669-0, 7.20 , CP73-1547 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,13%,48.00,124.86,11.34,30.00,97.32,115.00,83.40
2122,6,16,Sucuya,16700,1670-0, 3.79 , CG02-163 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,3%,39.00,124.12,11.41,41.00,116.35,96.00,87.21
2122,6,16,Sucuya,16710,1671-0, 12.13 , CP73-1547 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,17%,50.00,127.54,11.41,35.00,110.64,125.00,112.34
2122,6,16,Sucuya,16720,1672-0, 4.77 , CP73-1547 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,13%,44.00,122.72,11.37,35.00,112.42,120.00,100.10
2122,6,16,Sucuya,16730,1673-0, 11.00 , CP73-1547 ,1.00, 1.65 , Franco , Gravedad ,9%,57.00,125.44,11.51,36.00,91.51,120.00,85.76
2122,6,16,Sucuya,16740,1674-0, 8.93 , CP73-1547 ,1.00, 1.65 , Franco , Gravedad ,34%,68.00,126.43,11.41,36.00,81.96,110.00,94.79
2122,6,16,Sucuya,16750,1675-0, 7.67 , CP73-1547 ,1.00, 1.65 , Franco Arcilloso , Gravedad ,5%,44.00,125.39,11.41,36.00,109.73,115.00,63.47
2021,2,55,El Zapote,55042,MANGO-01, 4.60 , NA56-42 ,3.00,2.2,Franco Arcilloso,Goteo,43%,36.00,150.96,11.24,48.00,119.87,135.00,84.83
2021,2,55,El Zapote,55043,MANGO-02, 16.82 , CP72-2086 ,3.00,2.2,Franco Arcillo Arenoso,Goteo,45%,32.00,150.07,11.21,48.00,150.28,135.00,94.24
2021,2,55,El Zapote,55044,MANGO-03, 3.60 , OTRAS ,3.00,2.2,Franco,Goteo,38%,34.00,150.08,11.21,47.00,118.17,115.00,66.34
2021,2,55,El Zapote,55048,MANGO-07, 13.37 , CG98-78 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,46%,34.00,150.05,11.37,46.00,118.95,130.00,91.78
2021,2,55,El Zapote,55054,MANGO-13, 3.85 , CP04-2115 ,2.00,2.2,Franco Arcilloso,Goteo,52%,30.00,150.06,12.10,52.00,131.96,110.00,76.17
2021,2,55,El Zapote,55005,Z-05, 2.09 , CP72-2086 ,8.00,2.4,Franco Arcilloso,Goteo,50%,30.00,112.75,12.13,52.00,103.34,125.00,109.42
2021,2,55,El Zapote,55006,Z-06, 10.59 , CP72-2086 ,5.00,1.9,Franco Arcillo Arenoso,Goteo,43%,24.00,128.79,12.10,49.00,113.34,140.00,98.07
2021,2,55,El Zapote,55007,Z-07, 20.08 , CP72-2086 ,2.00,2.2,Franco Arenoso,Goteo,38%,29.00,172.57,12.13,51.00,142.07,140.00,118.03
2021,2,55,El Zapote,55009,Z-09, 1.90 , RB86-7515 ,4.00,2.2,Franco Arcilloso,Goteo,48%,28.00,162.10,12.10,51.00,144.90,143.30,134.91
2021,2,54,Los Jicaros,54001,GTE.-01, 30.00 , CP72-2086 ,2.00,2.2,Franco Arcilloso,Goteo,27%,60.00,150.10,11.37,64.00,135.65,145.00,139.45
2021,2,54,Los Jicaros,54006,GTE.-03, 10.80 , CP89-2143 ,2.00,2.2,Arcilloso,Goteo,51%,32.00,118.94,11.28,21.00,92.66,100.00,84.78
2021,2,54,Los Jicaros,54007,GTE.-04, 13.49 , OTRAS ,3.00,2.2,Arcilloso,Goteo,28%,33.00,150.06,11.41,26.00,110.42,131.00,92.51
2021,2,54,Los Jicaros,54009,GTE.-05, 8.30 , OTRAS ,3.00,2.2,Arcilloso,Goteo,32%,32.00,111.11,11.08,20.00,87.21,85.00,69.50
2021,2,54,Los Jicaros,54011,GTE.-06, 2.60 , CP72-2086 ,2.00,2.2,Arcilloso,Goteo,8%,30.00,159.73,11.18,21.00,111.80,135.00,97.33
2021,2,54,Los Jicaros,54014,GTE.-07, 21.54 , CP89-2143 ,2.00,2.2,Arcilloso,Goteo,50%,32.00,124.62,11.31,20.00,104.07,130.00,99.60
2021,2,54,Los Jicaros,54018,GTE.-08, 10.69 , OTRAS ,3.00,2.2,Franco Arcilloso,Goteo,53%,32.00,106.55,11.14,19.00,97.49,106.00,80.77
2021,2,54,Los Jicaros,54019,GTE.-09, 11.47 , CP88-1165 ,3.00,2.2,Franco Arcillo Arenoso,Goteo,21%,33.00,103.04,11.14,18.00,113.95,105.00,91.58
2021,2,54,Los Jicaros,54012,GTE-06A, 11.31 , CP72-2086 ,3.00,2.2,Arcilloso,Goteo,60%,36.00,113.40,11.14,22.00,76.26,75.00,72.51
2021,2,54,Los Jicaros,54036,GTE-08A, 6.70 , CG98-78 ,2.00,1.9,Franco,Goteo,42%,28.00,141.25,12.03,42.00,106.71,113.00,92.96
2021,2,54,Los Jicaros,54020,POTRI-01, 26.98 , CP89-2143 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,27%,26.00,134.78,14.50,40.00,99.95,125.00,108.49
2021,2,54,Los Jicaros,54026,TELP-01, 16.61 , CP00-1101 ,2.00,2.2,Franco Arcilloso,Goteo,17%,26.00,154.87,12.62,8.00,91.40,116.00,103.49
2021,2,54,Los Jicaros,54027,TELP-02, 30.80 , CP72-2086 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,28%,35.00,150.10,11.01,42.00,129.69,140.00,125.34
2021,2,54,Los Jicaros,54028,TELP-03, 13.85 , OTRAS ,2.00,2.2,Franco Arcilloso,Goteo,27%,35.00,112.30,11.31,52.00,101.55,95.00,82.60
2021,2,54,Los Jicaros,54042,TELP-03A, 11.92 , CP00-1101 ,2.00,2.2,Franco Arcilloso,Goteo,45%,27.00,155.21,12.62,9.00,90.83,110.00,99.89
2021,2,35,Los Jicaros - La Teca,35001,LJ-01, 9.00 , CP72-2086 ,2.00,2.2,Franco,Goteo,36%,36.00,172.53,11.31,50.00,138.01,125.00,125.41
2021,2,35,Los Jicaros - La Teca,35002,LJ-02, 5.00 , OTRAS ,2.00,2.2,Franco,Goteo,82%,27.00,132.33,12.43,27.00,105.05,100.00,119.59
2021,2,53,Montelimar,53020,B-01, 13.32 , CP88-1165 ,7.00,2.6,Franco Arcillo Arenoso,Goteo,29%,18.00,143.54,12.59,13.00,92.65,125.00,120.18
2021,2,53,Montelimar,53028,B-09, 2.25 , CG04-10295 ,1.00,1.9,Franco Arcillo Arenoso,Goteo,62%,29.00,145.32,12.03,1.00,116.94,130.00,124.12
2021,2,53,Montelimar,53029,B-10, 5.85 , CP72-2086 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,29%,24.00,150.65,12.98,2.00,117.54,130.00,133.86
2021,2,53,Montelimar,53032,B-13, 1.47 , CP72-2086 ,2.00,2.2,Franco Arcilloso,Goteo,33%,24.00,152.27,13.58,17.00,113.34,110.00,135.20
2021,2,53,Montelimar,53034,B-15, 8.96 , NA56-42 ,1.00,2.2,Franco Arcilloso,Goteo,79%,26.00,150.91,14.40,42.00,104.90,100.00,101.29
2021,2,53,Montelimar,53036,B-17, 2.40 , CP72-2086 ,4.00,1.9,Arcilloso,Goteo,70%,20.00,140.28,12.66,17.00,116.76,120.00,62.62
2021,2,53,Montelimar,53037,B-18, 2.29 , NA56-42 ,3.00,2.2,Franco Arcilloso,Goteo,41%,20.00,146.85,13.38,17.00,106.14,129.00,103.74
2021,2,53,Montelimar,53205,D-02A, 1.49 , CP08-2256 ,4.00,1.4,Franco Arenoso,Gravedad,13%,23.00,112.28,12.56,58.00,129.72,123.00,115.04
2021,2,53,Montelimar,53070,D-03, 9.70 , CP89-2143 ,3.00,1.5,Franco Arenoso,Gravedad,11%,25.00,125.04,12.66,52.00,96.23,128.00,100.43
2021,2,53,Montelimar,53075,D-08, 5.63 , CP72-2086 ,3.00,1.5,Franco Arcilloso,Gravedad,22%,21.00,126.29,11.44,17.00,111.86,110.00,106.69
2021,2,53,Montelimar,53078,D-11, 3.24 , CP72-2086 ,2.00,1.5,Franco Arcillo Arenoso,Gravedad,28%,25.00,122.63,12.33,47.00,78.07,160.00,118.65
2021,2,53,Montelimar,53079,D-12, 4.72 , CP89-2143 ,2.00,1.5,Franco Arcilloso,Gravedad,31%,24.00,124.04,12.46,51.00,85.71,118.00,75.84
2021,2,53,Montelimar,53081,D-14, 4.96 , OTRAS ,3.00,1,Franco Arcilloso,Gravedad,16%,19.00,134.91,12.69,59.00,90.70,115.00,96.43
2021,2,53,Montelimar,53082,D-15, 9.07 , NA56-42 ,6.00,1.75,Franco Arenoso,Gravedad,27%,29.00,124.47,11.54,19.00,98.65,115.00,86.41
2021,2,53,Montelimar,53087,E-03, 19.74 , NA56-42 ,9.00,2.6,Arcilloso,Goteo,59%,26.00,128.69,12.33,49.00,81.69,110.00,109.68
2021,2,53,Montelimar,53097,E-13, 5.07 , NA56-42 ,3.00,2.2,Franco Arcilloso,Goteo,39%,29.00,117.99,11.14,14.00,82.58,100.00,77.22
2021,2,53,Montelimar,53098,E-14, 8.02 , NA56-42 ,3.00,2.2,Franco Arcillo Arenoso,Goteo,45%,32.00,103.04,12.33,50.00,59.58,85.00,70.53
2021,2,53,Montelimar,53099,E-15, 2.40 , CP72-2086 ,6.00,1.9,Franco Arcilloso,Goteo,57%,33.00,117.68,12.33,50.00,107.16,105.00,90.60
2021,2,53,Montelimar,53104,E-20, 5.02 , CG98-78 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,20%,28.00,112.47,11.51,4.00,121.87,130.00,102.20
2021,2,53,Montelimar,53109,E-25, 7.80 , NA56-42 ,6.00,1.9,Franco Arcillo Arenoso,Goteo,47%,27.00,150.10,12.20,41.00,130.30,130.00,114.45
2021,2,53,Montelimar,53112,E-28, 3.76 , NA56-42 ,2.00,2.2,Franco Arcillo Arenoso,Goteo,41%,15.00,150.19,12.69,40.00,77.88,115.00,110.98
2021,2,53,Montelimar,53115,F-01, 0.81 , CP73-1547 ,12.00,1.4,Franco Arcillo Arenoso,Gravedad,27%,32.00,103.27,11.47,97.00,108.13,118.00,72.99
2021,2,53,Montelimar,53117,F-03, 9.55 , CP72-2086 ,7.00,1.5,Franco Arcilloso,Goteo,49%,25.00,132.46,11.70,28.00,163.46,118.00,105.09
2021,2,53,Montelimar,53118,F-04, 12.23 , CP72-2086 ,5.00,1.9,Franco Arcillo Arenoso,Goteo,36%,28.00,122.04,11.64,28.00,171.49,110.00,98.20
2021,2,53,Montelimar,53124,GALL-03, 12.49 , NA56-42 ,3.00,2.2,Franco Arcillo Arenoso,Goteo,41%,21.00,150.27,12.20,30.00,127.09,135.00,125.59
2021,2,53,Montelimar,53126,GALL-05, 9.66 , NA56-42 ,5.00,1.9,Franco Arcillo Arenoso,Goteo,21%,26.00,142.53,12.13,29.00,125.05,125.00,110.58
2021,2,53,Montelimar,53129,LAV-02, 14.38 , CP00-1101 ,5.00,2.2,Franco Arcilloso,Goteo,42%,13.00,155.69,12.10,31.00,108.24,126.00,121.50
2021,2,53,Montelimar,53187,LAV-02A, 4.70 , NA56-42 ,4.00,2.2,Arcilloso,Goteo,27%,24.00,147.27,11.14,63.00,109.41,126.00,88.02
2021,2,53,Montelimar,53130,LAV-03, 12.22 , CP72-2086 ,3.00,2.2,Franco Arcillo Arenoso,Goteo,35%,20.00,157.20,12.82,32.00,91.53,126.00,121.60
2021,2,53,Montelimar,53151,SAN IGN-01, 10.53 , NA56-42 ,6.00,1.9,Arcilloso,Goteo,37%,27.00,125.12,11.24,82.00,107.39,105.00,83.71
2021,2,50,Montelimar-02,50191,CF-05A, 2.07 , NA56-42 ,8.00,2.4,Franco Arcilloso,Goteo,31%,23.00,150.10,12.10,7.00,109.40,133.00,96.76
2021,2,50,Montelimar-02,50049,CF-11, 13.02 , NA56-42 ,1.00,1.65,Franco Arenoso,Gravedad,41%,35.00,144.55,12.00,29.00,120.20,125.00,99.30
2021,2,50,Montelimar-02,50051,CF-13, 4.54 , CP89-2143 ,2.00,2.2,Franco Arenoso,Goteo,14%,6.00,156.65,11.05,11.00,98.95,115.00,86.83
2021,2,50,Montelimar-02,50053,CF-15, 7.92 , NA56-42 ,8.00,2.2,Franco Arcillo Arenoso,Goteo,39%,36.00,132.33,12.33,16.00,101.42,120.00,107.75
2021,2,50,Montelimar-02,50057,CF-19, 5.84 , CP72-2086 ,3.00,1.5,Franco Arenoso,Gravedad,15%,26.00,139.62,13.84,31.00,119.49,120.00,142.47
2021,2,50,Montelimar-02,50060,CH-01, 2.76 , CP72-2086 ,3.00,2.2,Franco Arenoso,Goteo,49%,23.00,118.17,12.85,33.00,104.21,95.00,121.81
2021,2,50,Montelimar-02,50063,CH-04, 1.32 , CP00-1630 ,2.00,2.2,Franco Arenoso,Goteo,22%,28.00,124.25,13.87,27.00,51.91,80.00,84.38
2021,2,50,Montelimar-02,50064,CH-05, 2.46 , CP72-2086 ,2.00,2.2,Franco Arenoso,Goteo,29%,28.00,149.33,13.91,28.00,105.03,108.00,108.11
2021,2,50,Montelimar-02,50065,CH-06, 10.17 , CP72-2086 ,6.00,1.9,Franco Arenoso,Goteo,64%,31.00,136.36,13.91,28.00,97.67,100.00,75.92
2021,2,50,Montelimar-02,50131,M-01, 2.09 , CP72-2086 ,3.00,2.2,Franco Arenoso,Goteo,56%,31.00,173.88,12.92,23.00,96.36,110.00,98.70
2021,2,50,Montelimar-02,50133,M-03, 8.90 , CP72-2086 ,2.00,2.2,Franco Arenoso,Goteo,33%,31.00,161.31,13.02,24.00,106.57,110.00,98.11
2021,2,50,Montelimar-02,50135,M-05, 5.83 , CP88-1165 ,3.00,2.2,Franco Arenoso,Goteo,39%,36.00,119.13,11.47,5.00,68.45,82.00,82.84
2021,2,50,Montelimar-02,50136,M-07, 3.50 , CP89-2143 ,2.00,2.2,Franco Arenoso,Goteo,32%,31.00,134.39,12.92,23.00,113.42,90.00,79.96
2021,2,50,Montelimar-02,50137,M-08, 3.43 , NA56-42 ,5.00,2.4,Franco Arenoso,Goteo,61%,34.00,118.94,12.95,23.00,75.89,90.00,90.93
2021,2,50,Montelimar-02,50139,M-10, 4.06 , CP72-2086 ,5.00,1.9,Franco Arenoso,Goteo,55%,34.00,162.11,12.98,24.00,100.84,108.00,101.78
2021,2,50,Montelimar-02,50140,M-11, 3.59 , CP08-2256 ,3.00,2.2,Franco Arenoso,Goteo,23%,36.00,127.76,12.98,24.00,89.30,108.00,96.07
2021,2,50,Montelimar-02,50156,V-04, 5.24 , CP72-2086 ,3.00,2.2,Franco Arenoso,Goteo,28%,37.00,125.86,12.20,25.00,94.38,100.00,101.93
2021,2,50,Montelimar-02,50157,V-05, 5.50 , NA56-42 ,3.00,2.2,Franco Arenoso,Goteo,49%,37.00,118.50,12.20,25.00,94.52,96.00,103.59
2021,2,50,Montelimar-02,50159,V-07, 1.59 , NA56-42 ,3.00,2.2,Franco Arenoso,Goteo,15%,19.00,147.56,12.85,33.00,117.83,126.00,113.54
2021,2,28,Ronald Guido,28001,RG-0101, 11.56 , OTRAS ,5.00,1.7,Franco Arcilloso,Goteo,43%,32.00,108.94,11.97,41.00,150.99,108.00,96.44
2021,2,28,Ronald Guido,28011,RG-0105A, 5.28 , CP72-2086 ,6.00,1.7,Franco Arcilloso,Goteo,51%,21.00,142.42,11.87,38.00,122.64,118.00,91.19
